content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,tokens,clean_tokens,stemmed_tokens,final_text
"fitur cari rute selalu gagal, selalu tidak ditemukan, aneh padahal posisi sudah di jalurnya, dekat halte. mohon diperbaiki",2,1,1.6.4,2024-03-18 10:36:47,"Halo kak Muhammad Fauzan Yasykur terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-19 13:02:45,"['fitur', 'cari', 'rute', 'selalu', 'gagal', ',', 'selalu', 'tidak', 'ditemukan', ',', 'aneh', 'padahal', 'posisi', 'sudah', 'di', 'jalurnya', ',', 'dekat', 'halte', '.', 'mohon', 'diperbaiki']","['fitur', 'cari', 'rute', 'gagal', 'ditemukan', 'aneh', 'posisi', 'jalurnya', 'halte', 'mohon', 'diperbaiki']","['fitur', 'cari', 'rute', 'gagal', 'temu', 'aneh', 'posisi', 'jalur', 'halte', 'mohon', 'baik']",fitur cari rute gagal temu aneh posisi jalur halte mohon baik
kenapa gak bisa beli tiket lrt dari stasiun dukuh atas ke stasiun lrt tmii,3,0,1.6.4,2024-03-17 03:02:44,"Halo kak Sahrul 00 terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-19 13:04:17,"['kenapa', 'gak', 'bisa', 'beli', 'tiket', 'lrt', 'dari', 'stasiun', 'dukuh', 'atas', 'ke', 'stasiun', 'lrt', 'tmii']","['beli', 'tiket', 'lrt', 'stasiun', 'dukuh', 'stasiun', 'lrt', 'tmii']","['beli', 'tiket', 'lrt', 'stasiun', 'dukuh', 'stasiun', 'lrt', 'tmii']",beli tiket lrt stasiun dukuh stasiun lrt tmii
"karena aplikasi sering down jadi susah banget kalo dijadikan andalan, padahal selalu diupdate dan sinyal aman. udah top-up juga tapi karena error jdi gabisa digunakan.",4,1,1.6.4,2024-03-13 00:45:17,"Halo kak Yuliana Putri terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, Anda dapat menghubungi kami JakLingko Customer Care pada: Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-03-13 14:25:05,"['karena', 'aplikasi', 'sering', 'down', 'jadi', 'susah', 'banget', 'kalo', 'dijadikan', 'andalan', ',', 'padahal', 'selalu', 'diupdate', 'dan', 'sinyal', 'aman', '.', 'udah', 'top-up', 'juga', 'tapi', 'karena', 'error', 'jdi', 'gabisa', 'digunakan', '.']","['aplikasi', 'down', 'susah', 'banget', 'dijadikan', 'andalan', 'diupdate', 'sinyal', 'aman', 'top-up', 'error', 'jdi', 'gabisa']","['aplikasi', 'down', 'susah', 'banget', 'jadi', 'andal', 'diupdate', 'sinyal', 'aman', 'top-up', 'error', 'jdi', 'gabisa']",aplikasi down susah banget jadi andal diupdate sinyal aman top-up error jdi gabisa
nunggu sejam di mrt gara2 aplikasinya eror ngak bsa kebuka padahal data seluler bagus banget.,1,0,1.6.4,2024-03-12 15:10:07,"Hi kak Carlond Cias, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-03-13 14:27:57,"['nunggu', 'sejam', 'di', 'mrt', 'gara2', 'aplikasinya', 'eror', 'ngak', 'bsa', 'kebuka', 'padahal', 'data', 'seluler', 'bagus', 'banget', '.']","['nunggu', 'sejam', 'mrt', 'gara2', 'aplikasinya', 'eror', 'ngak', 'bsa', 'kebuka', 'data', 'seluler', 'bagus', 'banget']","['nunggu', 'jam', 'mrt', 'gara2', 'aplikasi', 'eror', 'ngak', 'bsa', 'buka', 'data', 'seluler', 'bagus', 'banget']",nunggu jam mrt gara2 aplikasi eror ngak bsa buka data seluler bagus banget
lemot muter² terus,1,0,1.6.3,2024-03-09 20:26:56,"Hi kak Al Azam, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-03-10 15:17:37,"['lemot', 'muter²', 'terus']","['lemot', 'muter²']","['lot', 'muter']",lot muter
rohayati,5,0,,2024-03-09 11:40:58,,,['rohayati'],['rohayati'],['rohayati'],rohayati
kasih bintang satu terus sampe di hapus google biar ada perbaikan kena double charge tapi saldo ga pernah balik.,1,0,1.6.2,2024-03-08 15:56:35,"Hi kak Driepatch L, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-03-20 13:06:32,"['kasih', 'bintang', 'satu', 'terus', 'sampe', 'di', 'hapus', 'google', 'biar', 'ada', 'perbaikan', 'kena', 'double', 'charge', 'tapi', 'saldo', 'ga', 'pernah', 'balik', '.']","['kasih', 'bintang', 'hapus', 'google', 'biar', 'perbaikan', 'kena', 'double', 'charge', 'saldo']","['kasih', 'bintang', 'hapus', 'google', 'biar', 'baik', 'kena', 'double', 'charge', 'saldo']",kasih bintang hapus google biar baik kena double charge saldo
"bisa diperbaiki lagi ga? kemarin baru update tapi kok g d yg berubah? malah makin susah, pake qris qrisnya g bisa ada kesalahan, mau topup kartu di halte lagi g bisa, harus tautin ovo dulu, opsi pembayaran terbatas, pke ovo juga ada biaya adm, dan aplikasi agak lola juga, pokoknya menghambat banget dah",2,1,1.6.3,2024-03-07 01:50:44,"Halo kak Rofa terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care melalui WhatsApp : 081260001440.",2024-03-07 13:35:36,"['bisa', 'diperbaiki', 'lagi', 'ga', '?', 'kemarin', 'baru', 'update', 'tapi', 'kok', 'g', 'd', 'yg', 'berubah', '?', 'malah', 'makin', 'susah', ',', 'pake', 'qris', 'qrisnya', 'g', 'bisa', 'ada', 'kesalahan', ',', 'mau', 'topup', 'kartu', 'di', 'halte', 'lagi', 'g', 'bisa', ',', 'harus', 'tautin', 'ovo', 'dulu', ',', 'opsi', 'pembayaran', 'terbatas', ',', 'pke', 'ovo', 'juga', 'ada', 'biaya', 'adm', ',', 'dan', 'aplikasi', 'agak', 'lola', 'juga', ',', 'pokoknya', 'menghambat', 'banget', 'dah']","['diperbaiki', '?', 'kemarin', 'update', 'g', 'berubah', '?', 'susah', 'pake', 'qris', 'qrisnya', 'g', 'kesalahan', 'topup', 'kartu', 'halte', 'g', 'tautin', 'ovo', 'opsi', 'pembayaran', 'terbatas', 'pke', 'ovo', 'biaya', 'adm', 'aplikasi', 'lola', 'pokoknya', 'menghambat', 'banget', 'dah']","['baik', '', 'kemarin', 'update', 'g', 'ubah', '', 'susah', 'pake', 'qris', 'qrisnya', 'g', 'salah', 'topup', 'kartu', 'halte', 'g', 'tautin', 'ovo', 'opsi', 'bayar', 'batas', 'pke', 'ovo', 'biaya', 'adm', 'aplikasi', 'lola', 'pokok', 'hambat', 'banget', 'dah']",baik  kemarin update g ubah  susah pake qris qrisnya g salah topup kartu halte g tautin ovo opsi bayar batas pke ovo biaya adm aplikasi lola pokok hambat banget dah
"jangan pakai aplikasi ini kalau buru buru. ini aplikasi lemot + server sering down. belum ditambah lagi cara fungsinya. ini kalau mau scan ini kadang susah banget. kalau salah pilih halte ga bisa refund. pokoknya ini app user hostile banget. mending beli kartu jak aja, selama ini program belum dibenahi.",1,6,1.6.3,2024-03-04 05:42:25,"Hi kak M. Syamsu Kurnia, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-03-04 15:09:45,"['jangan', 'pakai', 'aplikasi', 'ini', 'kalau', 'buru', 'buru', '.', 'ini', 'aplikasi', 'lemot', '+', 'server', 'sering', 'down', '.', 'belum', 'ditambah', 'lagi', 'cara', 'fungsinya', '.', 'ini', 'kalau', 'mau', 'scan', 'ini', 'kadang', 'susah', 'banget', '.', 'kalau', 'salah', 'pilih', 'halte', 'ga', 'bisa', 'refund', '.', 'pokoknya', 'ini', 'app', 'user', 'hostile', 'banget', '.', 'mending', 'beli', 'kartu', 'jak', 'aja', ',', 'selama', 'ini', 'program', 'belum', 'dibenahi', '.']","['pakai', 'aplikasi', 'buru', 'buru', 'aplikasi', 'lemot', '+', 'server', 'down', 'ditambah', 'fungsinya', 'scan', 'kadang', 'susah', 'banget', 'salah', 'pilih', 'halte', 'refund', 'pokoknya', 'app', 'user', 'hostile', 'banget', 'mending', 'beli', 'kartu', 'jak', 'program', 'dibenahi']","['pakai', 'aplikasi', 'buru', 'buru', 'aplikasi', 'lot', '', 'server', 'down', 'tambah', 'fungsi', 'scan', 'kadang', 'susah', 'banget', 'salah', 'pilih', 'halte', 'refund', 'pokok', 'app', 'user', 'hostile', 'banget', 'mending', 'beli', 'kartu', 'jak', 'program', 'benah']",pakai aplikasi buru buru aplikasi lot  server down tambah fungsi scan kadang susah banget salah pilih halte refund pokok app user hostile banget mending beli kartu jak program benah
"aplikasi bodoh, ga to the point ribet make nya. disuruh naek kesana kemari, harus bener2 dibaca detail",1,2,1.6.3,2024-03-03 16:28:11,"Hi kak Aji Salman, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-03-04 15:18:54,"['aplikasi', 'bodoh', ',', 'ga', 'to', 'the', 'point', 'ribet', 'make', 'nya', '.', 'disuruh', 'naek', 'kesana', 'kemari', ',', 'harus', 'bener2', 'dibaca', 'detail']","['aplikasi', 'bodoh', 'to', 'the', 'point', 'ribet', 'make', 'disuruh', 'naek', 'kesana', 'kemari', 'bener2', 'dibaca', 'detail']","['aplikasi', 'bodoh', 'to', 'the', 'point', 'ribet', 'make', 'suruh', 'naek', 'kesana', 'kemari', 'bener2', 'baca', 'detail']",aplikasi bodoh to the point ribet make suruh naek kesana kemari bener2 baca detail
"aplikasi gak guna, ampas buang2 anggaran negara aja",1,0,1.6.3,2024-03-03 13:48:34,"Hi kak Dery Christian, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-03-04 15:19:35,"['aplikasi', 'gak', 'guna', ',', 'ampas', 'buang2', 'anggaran', 'negara', 'aja']","['aplikasi', 'ampas', 'buang2', 'anggaran', 'negara']","['aplikasi', 'ampas', 'buang2', 'anggar', 'negara']",aplikasi ampas buang2 anggar negara
oke.,5,0,,2024-02-28 03:21:22,,,"['oke', '.']",['oke'],['oke'],oke
jelek,1,0,1.6.1,2024-02-26 12:28:51,"Hi kak Putra Malang, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-02-26 15:16:30,['jelek'],['jelek'],['jelek'],jelek
"udah masukin titik yang benar waktu bayar, ehh malah gak bisa scan di gate gara gara titiknya berubah tiba-tiba. bukan cuma sekali atau 2 kali, tapi sebulan saya pakai aplikasi ini kebanyakan gak bener dan gak bisa di scan.",1,11,1.6.3,2024-02-25 23:53:05,"Hi kak Uly Syafitri Nasution, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-02-26 15:18:17,"['udah', 'masukin', 'titik', 'yang', 'benar', 'waktu', 'bayar', ',', 'ehh', 'malah', 'gak', 'bisa', 'scan', 'di', 'gate', 'gara', 'gara', 'titiknya', 'berubah', 'tiba-tiba', '.', 'bukan', 'cuma', 'sekali', 'atau', '2', 'kali', ',', 'tapi', 'sebulan', 'saya', 'pakai', 'aplikasi', 'ini', 'kebanyakan', 'gak', 'bener', 'dan', 'gak', 'bisa', 'di', 'scan', '.']","['masukin', 'titik', 'bayar', 'ehh', 'scan', 'gate', 'gara', 'gara', 'titiknya', 'berubah', 'kali', 'sebulan', 'pakai', 'aplikasi', 'kebanyakan', 'bener', 'scan']","['masukin', 'titik', 'bayar', 'ehh', 'scan', 'gate', 'gara', 'gara', 'titik', 'ubah', 'kali', 'bulan', 'pakai', 'aplikasi', 'banyak', 'bener', 'scan']",masukin titik bayar ehh scan gate gara gara titik ubah kali bulan pakai aplikasi banyak bener scan
ribet dan sampah aplikasi nya,1,0,1.6.3,2024-02-24 23:34:31,"Hi kak Bassam Azkhan, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-02-26 15:19:33,"['ribet', 'dan', 'sampah', 'aplikasi', 'nya']","['ribet', 'sampah', 'aplikasi']","['ribet', 'sampah', 'aplikasi']",ribet sampah aplikasi
aplikasi kon,1,0,1.6.3,2024-02-21 14:27:16,"Halo kak PSYTRANCE, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud melalui Jaklingko Customer Care pada : Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-02-23 15:08:16,"['aplikasi', 'kon']","['aplikasi', 'kon']","['aplikasi', 'kon']",aplikasi kon
"bismillah hari pertama, semoga segala urusan dipermudah dan dikelilingi oleh orang-orang yang sholeh/ah aamiin🙏",4,0,1.6.3,2024-02-21 10:52:30,,,"['bismillah', 'hari', 'pertama', ',', 'semoga', 'segala', 'urusan', 'dipermudah', 'dan', 'dikelilingi', 'oleh', 'orang-orang', 'yang', 'sholeh/ah', 'aamiin🙏']","['bismillah', 'semoga', 'urusan', 'dipermudah', 'dikelilingi', 'orang-orang', 'sholeh/ah', 'aamiin🙏']","['bismillah', 'moga', 'urus', 'mudah', 'keliling', 'orang', 'sholeh ah', 'aamiin']",bismillah moga urus mudah keliling orang sholeh ah aamiin
"kecewa sama app jeklingko hampir 8 kali saya pesen tiket gagal padahal uang sudah dibayar ,dan uang juga tidak kembali",1,2,1.6.3,2024-02-21 08:16:01,"Hi kak lia Nurhayati, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud dengan melampirkan nomor tiket / bukti bayar tiket di riwayat aplikasi] pada layanan Whatsapp JakLingko Customer Care (081260001440)",2024-02-23 15:10:44,"['kecewa', 'sama', 'app', 'jeklingko', 'hampir', '8', 'kali', 'saya', 'pesen', 'tiket', 'gagal', 'padahal', 'uang', 'sudah', 'dibayar', ',', 'dan', 'uang', 'juga', 'tidak', 'kembali']","['kecewa', 'app', 'jeklingko', '8', 'kali', 'pesen', 'tiket', 'gagal', 'uang', 'dibayar', 'uang']","['kecewa', 'app', 'jeklingko', '8', 'kali', 'sen', 'tiket', 'gagal', 'uang', 'bayar', 'uang']",kecewa app jeklingko 8 kali sen tiket gagal uang bayar uang
"saya ada saldo 50 ribu gabisa dipakai dan gabisa di refund payah transaksi gagal terus, perbaiki dong!",1,0,1.6.3,2024-02-15 13:41:22,"Halo kak Muhamad AlFikri, terima kasih telah menggunakan Aplikasi JakLingko dan mohon maaf atas ketidaknyamanannya yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud dengan menghubungi kami JakLingko Customer Care pada : WhatsApp : 081260001440",2024-02-17 13:33:02,"['saya', 'ada', 'saldo', '50', 'ribu', 'gabisa', 'dipakai', 'dan', 'gabisa', 'di', 'refund', 'payah', 'transaksi', 'gagal', 'terus', ',', 'perbaiki', 'dong', '!']","['saldo', '50', 'ribu', 'gabisa', 'dipakai', 'gabisa', 'refund', 'payah', 'transaksi', 'gagal', 'perbaiki', '!']","['saldo', '50', 'ribu', 'gabisa', 'pakai', 'gabisa', 'refund', 'payah', 'transaksi', 'gagal', 'baik', '']",saldo 50 ribu gabisa pakai gabisa refund payah transaksi gagal baik 
terimakasih,5,22,1.6,2024-02-15 13:15:35,"Hi Kak M Erwin S, kami informasikan untuk armada Mikrotrans dikelola sepenuhnya oleh Transjakarta ya kak

Sebagai informasi, JakLingko Indonesia merupakan sistem integrasi pembayaran transportasi DKI Jakarta yang mengelola Aplikasi Transportasi Terintegrasi untuk memesan tiket naik transportasi umum MRT Jakarta, LRT Jakarta, Transjakarta, dan KRL",2024-02-15 13:08:40,['terimakasih'],['terimakasih'],['terimakasih'],terimakasih
kartu ini ngak bisa di belanjakan !!,2,0,1.6.3,2024-02-14 14:44:29,"Halo kak W Anak baik, terima kasih telah menggunakan layanan JakLingko SuperApps dan mohon maaf atas kendala yang anda alami. Dapat kami informasikan terkait kendala Anda akan kami tindak lanjuti segera. Untuk informasi lebih lanjut Anda dapat menghubungi layanan JakLingko Customer Care pada Call center : 021-30200111 Whatsapp : 081260001440",2024-02-17 13:47:07,"['kartu', 'ini', 'ngak', 'bisa', 'di', 'belanjakan', '!', '!']","['kartu', 'ngak', 'belanjakan', '!', '!']","['kartu', 'ngak', 'belanja', '', '']",kartu ngak belanja  
aplikasi ga jelas. nyari rute ga ditemukan padahal jelas² ada jaklinko,1,0,,2024-02-13 02:10:26,"Halo kak abbeyline, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud melalui Jaklingko Customer Care pada : Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-02-13 15:12:33,"['aplikasi', 'ga', 'jelas', '.', 'nyari', 'rute', 'ga', 'ditemukan', 'padahal', 'jelas²', 'ada', 'jaklinko']","['aplikasi', 'nyari', 'rute', 'ditemukan', 'jelas²', 'jaklinko']","['aplikasi', 'nyari', 'rute', 'temu', 'jelas', 'jaklinko']",aplikasi nyari rute temu jelas jaklinko
"fitur tap-tap-tap-and-go setelah registrasi ktp masih kurang memuaskan. scannya susah banget, bahkan kadang gabisa sama sekali. gak sat set. khususnya di terminal tg. priok. buat pengguna lain usahakan sampai bisa klw tap out disana, krna klw gk berhasil tap out, nanti beberapa hari setelahnya bakal ada notif pulihkan transaksi, abis tu keblokir selama beberapa jam qrisnya.",4,13,1.6.3,2024-02-07 09:13:38,"Halo kak Rhahim, terima kasih telah menggunakan JakLingko App dan maaf banget bikin kamu kecewa. Kami ingin memahami kendala kamu, mohon bantuannya untuk menginformasikan detail kendala yang dimaksud melalui Jaklingko Customer Care pada : Call center : 021-30200111 WhatsApp : 081260001440 Facebook : Jaklingko Instagram : @jaklingkoindonesia",2024-02-02 14:57:07,"['fitur', 'tap-tap-tap-and-go', 'setelah', 'registrasi', 'ktp', 'masih', 'kurang', 'memuaskan', '.', 'scannya', 'susah', 'banget', ',', 'bahkan', 'kadang', 'gabisa', 'sama', 'sekali', '.', 'gak', 'sat', 'set', '.', 'khususnya', 'di', 'terminal', 'tg', '.', 'priok', '.', 'buat', 'pengguna', 'lain', 'usahakan', 'sampai', 'bisa', 'klw', 'tap', 'out', 'disana', ',', 'krna', 'klw', 'gk', 'berhasil', 'tap', 'out', ',', 'nanti', 'beberapa', 'hari', 'setelahnya', 'bakal', 'ada', 'notif', 'pulihkan', 'transaksi', ',', 'abis', 'tu', 'keblokir', 'selama', 'beberapa', 'jam', 'qrisnya', '.']","['fitur', 'tap-tap-tap-and-go', 'registrasi', 'ktp', 'memuaskan', 'scannya', 'susah', 'banget', 'kadang', 'gabisa', 'sat', 'set', 'terminal', 'tg', 'priok', 'pengguna', 'usahakan', 'klw', 'tap', 'out', 'disana', 'krna', 'klw', 'berhasil', 'tap', 'out', 'setelahnya', 'notif', 'pulihkan', 'transaksi', 'abis', 'tu', 'keblokir', 'jam', 'qrisnya']","['fitur', 'tap-tap-tap-and-go', 'registrasi', 'ktp', 'muas', 'scannya', 'susah', 'banget', 'kadang', 'gabisa', 'sat', 'set', 'terminal', 'tg', 'priok', 'guna', 'usaha', 'klw', 'tap', 'out', 'sana', 'krna', 'klw', 'hasil', 'tap', 'out', 'telah', 'notif', 'pulih', 'transaksi', 'abis', 'tu', 'blokir', 'jam', 'qrisnya']",fitur tap-tap-tap-and-go registrasi ktp muas scannya susah banget kadang gabisa sat set terminal tg priok guna usaha klw tap out sana krna klw hasil tap out telah notif pulih transaksi abis tu blokir jam qrisnya
